,2G bands,3.5mm jack,3G Speed,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery Capacity,Battery life,Bluetooth Support,Bluetooth Version,Browser,Browser,Build,Camera,Dimensions,Display Colors,Display Size,Display Type,EDGE,Expandable Storage,FM Radio,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Memory Card Slot Type,Messaging,Multitouch,Music play,NFC,Name,Operating System,Other Display Features,Performance,Price_INR,Primary Camera,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Processor Core,Processor Type,Protection,RAM,Resolution,SAR,SAR EU,SIM Size,SMS,Secondary Camera,Secondary Camera Available,Secondary Camera Features,Sensors,Stand-by,Status,Supported Networks,Talk time,USB,Video,WLAN,Weight,Wi-Fi Version
2729,,,,,,,,,,,,,"Blutooth 3.0,v3.0",,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,"Yflip Smart Watch black , silver ,brown SmartwatchÂ Â (Black, Silver, Brown, Gold Strap Regular)",Android,,,"‚¹1,184",1.5 MP,,,,,,,512 MB,,,,,,,,,,,,,,,,,75 g,
2730,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White SmartwatchÂ Â (White Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2731,,,,,,,,,,,,,v4.2,,,,,,,1.5 inch,OLED Retina Display,,,,,,,,,,,,,,,,,,,,Apple Watch Series 3 GPS - 38 mm Space Grey Aluminium Case with Grey Sport BandÂ Â (Grey Strap Regular),watchOS 4,"Ion-X (Strengthened Glass), Support Force Touch",,"‚¹29,900",,,,,,,,,,,,,,,,,,,,,,,,,,
2732,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red SmartwatchÂ Â (Red Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2733,,,,,,,,,,,,,V4,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver SmartwatchÂ Â (Black Strap Large),Android,,,"‚¹1,130",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2734,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red SmartwatchÂ Â (Red Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2735,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2736,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red SmartwatchÂ Â (Red Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2737,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Microsoft Lumia 540 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2738,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White SmartwatchÂ Â (White Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2739,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Fire 4 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2740,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White SmartwatchÂ Â (White Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2741,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White SmartwatchÂ Â (White Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2742,,,,,,,,,,,,,3.0,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,"YK RETAIL YKR-DZ-09 BLACK, SILVER, GOLDEN SmartwatchÂ Â (Brown Strap Regular)",ANDROID,,,‚¹749,2.0 MP,,,,,,,512,,,,,,,,,,,,,,,,,75 g,
2743,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Magnus A117 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2744,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2745,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Wokit DZ09-23 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2746,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2747,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with HTC Desire 626GWith Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2748,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver SmartwatchÂ Â (Black Strap Large),Android,,,"‚¹1,158",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2749,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2750,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Xolo A600 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2751,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-53 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver SmartwatchÂ Â (Black Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2752,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,"888 DZ09 Brown Bluetooth, Sim, Memory Card Slot, Camera Fitness Tracker Smartwatch SmartwatchÂ Â (Brown Strap Regular)",Android,HD Display,,"‚¹1,300",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,70 g,
2753,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Skovin DZ09 SmartwatchÂ Â (Multicolor Strap Regular),Android Wear,,,‚¹749,1.9 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2754,,,,,,,,,,,,,,,,,,,,1.62 inch,OLED,,,,,,,,,,,,,,,,,,,,Bingo C7 With Sim & Bluetooth Enable with Internet Surfing Silver SmartwatchÂ Â (Black Strap Regular),,,,"‚¹1,899",,,,,,,,,,,,,,,,,,,,,,,,,,
2755,,,,,,,,,,,,,v4.1,,,,,,,1.3 inch,AMOLED,,,,,,,,,,,,,,,,,,,,Misfit Vapor SmartwatchÂ Â (Grey Strap Regular),Android Wear 2.0,,,"‚¹14,495",,,,,,,,1 GB,,,,,,,,,,,,,,,,,,
2756,,,,,,,,,,,,,V3.0,,,,,,,1.120 inch,LCD,,,,,,,,,,,,,,,,,,,,BOOM U8 Red SmartwatchÂ Â (Red Strap Regular),Android,,,‚¹664,,,,,,,,,,,,,,,,,,,,,,,,,200 g,
2757,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,Always Fit Bluetooth and Fitness Tracker Smartwatch Black SmartwatchÂ Â (Black Strap Free Size),,,,"‚¹1,499",,,,,,,,,,,,,,,,,,,,,,,,,,
2758,,,,,,,,,,,,,,,,,,,,1.54 inch,TFT LED,,,,,,,,,,,,,,,,,,,,CYXUS oppo 4G Compatible Bluetooth DZ09 Wrist Watch Phone with Camera & SIM Card Support Black Black SmartwatchÂ Â (Black Strap Reguler),Android ios,,,‚¹996,1.3 MP,,,,,,,512 MB,,,,,,,,,,,,,,,,,,
2759,,,,,,,,,,,,,,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Avyana Sim Card and Memory Cards Supported Bluetooth Android and IOS Series SmartwatchÂ Â (Black Strap Regular),Android,,,‚¹939,1.3 MP,,,,,,,512 MB,,,,,,,,,,,,,,,,,75 g,
2760,,,,,,,,,,,,,v3.0,,,,,,,1.63 inch,TFT,,,,,,,,,,,,,,,,,,,,Devinez GT08 Smart Watch With Sim and Camera SmartwatchÂ Â (Black Strap Regular),Android,TFT Capacitive Touch Screen,,"‚¹1,006",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estar Xiaomi Redmi Note 3 Compatible SmartwatchÂ Â (Brown Strap Regular),,,,"‚¹1,709",,,,,,,,,,,,,,,,,,,,,,,,,,
2762,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Aomax Smart Watch With Sim and Camera In Smart Look SmartwatchÂ Â (Black Strap Regular),Android Wear,TFT Capacitive Touch Screen,,"‚¹1,299",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2763,,,,,,,,,,,,,4,,,,,,,1.56 inch,TFT,,,,,,,,,,,,,,,,,,,,Pin Up PCY-03 With SIM/Calling Function Multicolor SmartwatchÂ Â (Multicolor Strap L),,,,"‚¹2,199",,,,,,,,,,,,,,,,,,,,,,,,,80 g,
2764,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-42 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver SmartwatchÂ Â (Silver Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2765,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Creation4U U8 Red SmartwatchÂ Â (Red Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2766,,,,,,,,,,,,,V 4.1,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Techno Frost Smart Watch GT08 Multi SmartwatchÂ Â (Black Strap Regular),Android 4.3,,,"‚¹1,370",1.9 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2767,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,"Piqancy Dz09 Black Smartwatch with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker Smartwatch (Black Strap Regular) Black Smartwatch (Black Strap 2) SmartwatchÂ Â (Black Strap 2)",,,,‚¹910,,,,,,,,,,,,,,,,,,,,,,,,,,
2768,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red SmartwatchÂ Â (Red Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2769,,,,,,,,,,,,,,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,Hopeberry DZ09 Black SmartwatchÂ Â (Black Strap Regular),,3 Clock Designs,,‚¹945,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2770,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver SmartwatchÂ Â (Black Strap Large),Android,,,"‚¹1,152",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2771,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,,TFT,,,,,,,,,,,,,,,,,,,,Wokit A1-93 Silver SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,"‚¹1,229",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2772,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2773,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red SmartwatchÂ Â (Red Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2774,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2775,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax Canvas Magnus A117 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2776,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,ELEGANZ DZ09-72 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver SmartwatchÂ Â (Black Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2777,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red SmartwatchÂ Â (Red Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2778,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Red SmartwatchÂ Â (Red Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2779,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,HealthMax DZ09-37 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown SmartwatchÂ Â (Brown Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2780,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,"888 Silver Bluetooth Smart Notification Smartwatch Memory Slot,sim Slot SmartwatchÂ Â (Black Strap Regular)",Android,HD Display,,"‚¹1,048",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2781,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White SmartwatchÂ Â (White Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2782,,,,,,,,,,,,,v4.0,,,,,,,1.25 inch,LCD,,,,,,,,,,,,,,,,,,,,Fitbit Ionic Burnt Orange SmartwatchÂ Â (Grey Strap Regular),Fitbit OS,,,"‚¹22,990",,,,,,,,,,,,,,,,,,,,,,,,,303.3 g,
2783,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Infocus M2 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2784,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White SmartwatchÂ Â (White Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 Black SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2786,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver SmartwatchÂ Â (Black Strap Large),Android,,,"‚¹1,152",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2787,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Techno Frost DZ Silver SmartwatchÂ Â (Black Strap Large),Android,,,"‚¹1,158",0.3 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2788,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Xolo X500 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2789,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.48 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit U8 White SmartwatchÂ Â (White Strap Regular),"Android, iOS, Windows",,,‚¹899,,,,,,,,,,,,,,,,,,,,,,,,,,
2790,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with Micromax A90s Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2791,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,Wokit DZ09-28 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2792,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with MEIZU MX5 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2793,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-114 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2794,,,,,,,,,,,,,V4.0,,,,,,,1.25 inch,OLED,,,,,,,,,,,,,,,,,,,,Fitbit Blaze Black Silver SmartwatchÂ Â (Black Strap Small),Fitbit OS,,,"‚¹19,999",,,,,,,,,,,,,,,,,,,,,,,,,,
2795,,,,,,,,,,,,,v4.0,,,,,,,1.54 inch,OLED,,,,,,,,,,,,,,,,,,,,JIYANSHI Micromax AO5010 compatible smart watch Silver SmartwatchÂ Â (Black Strap Free Size),Android,Touchscreen,,"‚¹1,799",2 MP,,,,,,,8 GB,,,,,,,,,,,,,,,,,200 g,
2796,,,,,,,,,,,,,V3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,Life Like V8 BLUETOOTH WITH SIM CARD & SD CARD SUPPORT WHITE SmartwatchÂ Â (White Strap Regular),ANDROID,,,"‚¹1,499",1.3 MP,,,,,,,512 MB,,,,,,,,,,,,,,,,,,
2797,,,,,,,,,,,,,4.0,,,,,,,1.44 inch,TFT LED,,,,,,,,,,,,,,,,,,,,Medulla U8 for Android phone Bluetooth Red SmartwatchÂ Â (Red Strap Regular),Android,,,‚¹749,,,,,,,,,,,,,,,,,,,,,,,,,45 g,
2798,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,Bingo T30 Gold Bluetooth Notification SmartwatchÂ Â (Brown Strap Regular),Android Wear,,,‚¹999,,,,,,,,,,,,,,,,,,,,,,,,,,
2799,,,,,,,,,,,,,,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,"Stark Oppo , Vivo & Mi 4G Calling Smart Mobile watch Compatible With Android & Ios SmartwatchÂ Â (Gold Strap Regular)",,,,‚¹996,,,,,,,,,,,,,,,,,,,,,,,,,,
2800,,,,,,,,,,,,,v4.0,,,,,,,1.44 inch,IPS LCD,,,,,,,,,,,,,,,,,,,,"CELESTECH with Fitness Tracker, Camera, Sim Card and 32 GB Memory Card Slot smartwatch Black n Red SmartwatchÂ Â (Black Strap Free Size)",,,,"‚¹1,999",1 MP,,,,,,,,,,,,,,,,,,,,,,,,60 g,
2801,,,,,,,,,,,,,,,,,,,,1.63 inch,HD,,,,,,,,,,,,,,,,,,,,Platina For Samsung SmartwatchÂ Â (Black Strap Samsung),,,,‚¹999,2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2802,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-40 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2803,,,,,,,,,,,,,3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,Bingo T30 Gold With SIM and 32 GB Memory Card Slot and Fitness Tracker SmartwatchÂ Â (Black Strap Regular),android and ios,,,‚¹999,,,,,,,,,,,,,,,,,,,,,,,,,,
2804,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-42 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2805,,,,,,,,,,,,,,,,,,,,1.54 inch,Ultra HD,,,,,,,,,,,,,,,,,,,,IBS silver watch_17 SmartwatchÂ Â (Black Strap Regular),Android Wear,3 Clock Designs,,"‚¹1,199",2 MP,,,,,,,,,,,,,,,,,,,,,,,,249 g,
2806,,,,,,,,,,,,,v3.0,,,,,,,1.54 inch,,,,,,,,,,,,,,,,,,,,,HealthMax BT and Fitness Tracker Smartwatch support Nano SIM Card and 32GB TF Card With Whatsapp and Facebook & Twitter APP Compatible with BQ Aquaris E4.5 Silver SmartwatchÂ Â (White Strap Regular),Android,,,"‚¹2,349",,,,,,,,,,,,,,,,,,,,,,,,,,
2807,,,,,,,,,,,,,v3.0,,,,,,,1.44 inch,Super AMOLED,,,,,,,,,,,,,,,,,,,,"IBS with SIM card, 32GB memory card slot, Bluetooth and Fitness Tracker SMART WATCH MOBILE BLACK SmartwatchÂ Â (Black Strap Regular)",android,,,"‚¹1,299",1.9 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2808,,,,,,,,,,,,,,,,,,,,1.53 inch,LED,,,,,,,,,,,,,,,,,,,,Padraig y1 silver SmartwatchÂ Â (Silver Strap FREE),,,,"‚¹2,099",,,,,,,,,,,,,,,,,,,,,,,,,,
2809,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-115 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Silver SmartwatchÂ Â (Silver Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2810,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.56 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit DZ09-31 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Brown SmartwatchÂ Â (Brown Strap Regular),"Android, iOS, Windows",,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2811,,,,,,,,,,,,,v3.0,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,CREATION4U C4U-DZ-430 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Gold SmartwatchÂ Â (Gold Strap Regular),Android Wear,,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2812,,,,,,,,,,,,,v 3.0 + EDR,,,,,,,1.56 inch,TFT,,,,,,,,,,,,,,,,,,,,Wokit DZ09-65 Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Black SmartwatchÂ Â (Black Strap Regular),"Android, iOS, Windows",,,"‚¹1,099",2 MP,,,,,,,,,,,,,,,,,,,,,,,,,
2813,,,,,,,,,,,,,,,,,,,,1.56 inch,,,,,,,,,,,,,,,,,,,,,McLaurin DZ09 Brown Smartwatch SmartwatchÂ Â (Brown Strap Regular),,,,‚¹975,,,,,,,,,,,,,,,,,,,,,,,,,,
2814,,,,,,,,,,,,,3,,,,,,,1.63 inch,Ultra HD,,,,,,,,,,,,,,,,,,,,Wellcare Smart Watch Bluetooth with Built-in Sim card and memory card slot Compatible with All Android Mobiles Golden Smartwatch Golden SmartwatchÂ Â (Brown Strap Regular),Android,3 Clock Designs,,"‚¹1,099",2.1 MP,,,,,,,,,,,,,,,,,,,,,,,,73.8 g,
2815,,,,,,,,,,,,,V 4.0+3.0,,,,,,,1.54 inch,TFT,,,,,,,,,,,,,,,,,,,,TECHNO FROST Techno GT Smartwatch Multi SmartwatchÂ Â (Black Strap Regular),Android,3 clock design,,"‚¹1,255",1.9 MP,,,,,,,,,,,,,,,,,,,,,,,,75 g,
