,2G bands,3.5mm jack,3G bands,4G bands,Alert types,Announced,Audio Jack,Audio quality,Battery,Battery life,Bluetooth,Bluetooth Support,Browser,Browser,Build,CPU,Camera,Card slot,Chipset,Colors,Dimensions,Display,EDGE,Expandable Storage,Features,GPRS,GPRS Features,GPS,GPS Support,GPU,Instant Message,Internal,Internal Storage,Internet Connectivity,Loudspeaker,Messaging,Multitouch,Music play,NFC,Name,OS,Performance,Price,Primary,Primary Camera Available,Primary Camera Features,Primary Clock Speed,Protection,RAM,Radio,Resolution,SAR,SAR EU,SIM,SMS,Secondary,Secondary Camera Available,Secondary Camera Features,Sensors,Size,Speed,Stand-by,Status,Talk time,Technology,Type,USB,Video,WLAN,Weight,Wi-Fi Version
109, N/A,No,,,"Vibration; MP3, WAV ringtones","2017, August",,,Non-removable Li-Ion 300 mAh battery,,"4.2, A2DP, LE",,No,No,,Dual-core 1.0 GHz Cortex-A7,,No,Exynos 3250 Dual,"Black, Blue",44.6 x 42.9 x 11.6 mm (1.76 x 1.69 x 0.46 in),,No,,,No,,"Yes, GLONASS",,Mali-400MP2,,"4 GB, 768 MB RAM",,,,"SMS(threaded view), MMS, Email, IM",Yes,,Yes,Samsung Gear Sport,Tizen-based wearable platform 3.0,,About 300 EUR,,,,,Corning Gorilla Glass 3,,No,"360 x 360 pixels, 1:1 ratio (~424 ppi density)",,,No,,,,,"Accelerometer, gyro, heart rate, barometer","1.2 inches, 4.6 cm2 (~24.3% screen-to-body ratio)",,Up to 48 h (mixed usage) (2G) / Up to 48 h (3G),"Available. Released 2017, October",,No cellular connectivity,"Super AMOLED capacitive touchscreen, 16M colors",No,,Wi-Fi 802.11 b/g/n,67g (w/ strap); 50g (w/Ð¾ strap) (1.76 oz),
110,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 1700 / 2100 ,,"Vibration; MP3, WAV ringtones","2012, October",,"
Noise -80.0dB / Crosstalk -75.4dB",Removable Li-Ion 1800 mAh battery (BP-4W),"

Endurance rating 48h

","4.0, A2DP, EDR, LE/ aptX after WP8 Denim update",,HTML5,HTML5,,Dual-core 1.5 GHz Krait,,"microSD, up to 64 GB (dedicated slot)",Qualcomm MSM8960 Snapdragon S4 Plus,"Black, Cyan","127.8 x 68.4 x 10.9 mm, 95 cc (5.03 x 2.69 x 0.43 in)",,Class 12,,"Geo-tagging, touch focus",Class 12,,"Yes, with A-GPS",,Adreno 225,,"8 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,Up to 54 h,Yes,Nokia Lumia 810,"Microsoft Windows Phone 8, upgradeable to 8.1",,About 250 EUR,"8 MP, Carl Zeiss optics, autofocus, dual-LED flash",,,,Corning Gorilla Glass 2,,FM radio,"480 x 800 pixels, 5:3 ratio (~217 ppi density)",1.30 W/kg (head)     0.85 W/kg (body)     ,0.83 W/kg (head)     ,Micro-SIM,,"1.2 MP, 720p@30fps",,,"Accelerometer, gyro, proximity, compass","4.3 inches, 52.6 cm2 (~60.2% screen-to-body ratio)",HSPA 42.2/5.76 Mbps,Up to 400 h (2G) / Up to 360 h (3G),"Available. Released 2012, November",Up to 10 h 20 min (2G) / Up to 10 h 10 min (3G),GSM / HSPA,"AMOLED capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct",145 g (5.11 oz),
111,GSM 900 / 1800 / 1900 ,No,,,Vibration; Polyphonic(64) ringtones,"2005, Oct",,,Removable Li-Ion 800 mAh battery,,1.1,,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,No,,Black,64.7 x 69.7 x 23.9 mm (2.55 x 2.74 x 0.94 in),,No,,,Class 10,,No,,,,,,,,"SMS, MMS, Email, Instant Messaging",,,,Samsung Serene,,,,VGA,,,,,,No,"320 x 240 pixels, 4:3 ratio",,,Mini-SIM,,No,,,,,,Up to 225 h,Discontinued,Up to 3 h 30 min,GSM,"TFT, 256K colors",No,Yes,No,110 g (3.88 oz),
112,GSM 850 / 1900 ,No,,,Vibration; Polyphonic(64) ringtones,"2011, August. Released 2011, August",,,Removable Li-Ion 500 mAh battery,,No,,No,No,,78 MHz,,No,,"Black, Red",106 x 46 x 14.4 mm (4.17 x 1.81 x 0.57 in),,No,,,No,,No,,,,,,,,SMS,,,,alcatel OT-217,,,About 30 EUR,,,,,,,FM radio,"128 x 128 pixels, 1:1 ratio (~125 ppi density)",,,Mini-SIM,,,,,,"1.45 inches, 6.8 cm2 (~13.9% screen-to-body ratio)",,Up to 350 h,Discontinued,Up to 5 h,GSM,"TFT, 65K colors",miniUSB (charging only),,No,62 g (2.19 oz),
113,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,,,"Vibration, Polyphonic, MP3 ringtones","2013, August. Released 2013, August",,,Removable Li-Ion 1200 mAh battery,,Yes,,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 16 GB (dedicated slot)",,Black,112 x 60 x 11.8 mm (4.41 x 2.36 x 0.46 in),,No,,,Yes,,No,,,,,,,,SMS,,,,Celkon C7030,,,,1.3 MP,,,,,,FM radio,"320 x 480 pixels, 3:2 ratio (~180 ppi density)",,0.65 W/kg (head)     0.64 W/kg (body)     ,"Dual SIM (Mini-SIM, dual stand-by)",,No,,,,"3.2 inches, 30.5 cm2 (~45.4% screen-to-body ratio)",,,Discontinued,,GSM,TFT touchscreen,Proprietary,Yes,No,95 g (3.35 oz),
114,GSM 850 / 900 / 1800 / 1900 ,Yes,UMTS 850 / 1900 / 2100 ,,"Vibration; Downloadable polyphonic, MP3 ringtones","2009, March. Released 2010, May",,,Removable Li-Ion 1000 mAh battery (BL-4U),,"2.1, A2DP",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 16 GB (dedicated slot), 2 GB included",,"Black/Red, Silver/Blue",101 x 48 x 14 mm (3.98 x 1.89 x 0.55 in),,"Class 32, 296 / 178.8 kbits",,Video-calling,Class 32,,"Yes, with A-GPS; Nokia Maps",,,,70 MB,,,,"SMS, MMS, Email",,Up to 26 h,,Nokia 5330 XpressMusic,,,About 120 EUR,"3.15 MP, enhanced fixed focus",,,,,,"Stereo FM radio, RDS","240 x 320 pixels, 4:3 ratio (~167 ppi density)",0.88 W/kg (head)     1.07 W/kg (body)     ,1.15 W/kg (head)     ,Mini-SIM,,No,,,,"2.4 inches, 17.8 cm2 (~36.8% screen-to-body ratio)","Yes, 384 kbps",Up to 350 h,Discontinued,Up to 7 h 42 min,GSM / UMTS,"TFT, 16M colors",microUSB,Yes,No,113 g (3.99 oz),
115,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 850 / 900 / 1900 / 2100 ,,"Vibration; MP3, WAV ringtones","2012, August. Released 2012, December",,,Removable Li-Ion 2300 mAh battery,,"3.0, A2DP",,HTML5,HTML5,,Dual-core 1.5 GHz Krait,"
Photo / Video","microSD, up to 32 GB (dedicated slot)",Qualcomm MSM8960 Snapdragon S4 Plus,Gray,137.2 x 70.5 x 8.7 mm (5.40 x 2.78 x 0.34 in),,Yes,,Geo-tagging,Yes,,"Yes, with A-GPS, GLONASS",,Adreno 225,,"16/32 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,Yes,Samsung Ativ S I8750,"Microsoft Windows Phone 8, upgradeable to 8.1.1",,About 220 EUR,"8 MP, autofocus, LED flash, check quality",,,,Corning Gorilla Glass 2,,No,"720 x 1280 pixels, 16:9 ratio (~306 ppi density)",,0.27 W/kg (head)     0.31 W/kg (body)     ,Micro-SIM,,1.9 MP,,,"Accelerometer, gyro, proximity, compass","4.8 inches, 63.5 cm2 (~65.7% screen-to-body ratio)",HSPA 42.2/5.76 Mbps,Up to 168 h (2G) / Up to 218 h (3G),Discontinued,Up to 8 h (2G) / Up to 14 h 50 min (3G),GSM / HSPA,"Super AMOLED capacitive touchscreen, 16M colors",microUSB 2.0,"1080p@30fps, check quality","Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot",135 g (4.76 oz),
116,GSM 900 / 1800 / 1900 ,Yes, TD-SCDMA,,"Vibration; Downloadable polyphonic, MP3 ringtones","2009, October. Released 2009, December",,,Removable Li-Ion 1200 mAh battery (BL-6F),,"2.0, A2DP",,"WAP 2.0/xHTML, HTML, Adobe Flash Lite","WAP 2.0/xHTML, HTML, Adobe Flash Lite",,264 MHz ARM 9,,"microSD, up to 8 GB (dedicated slot)",,"Black, Brown","105.6 x 54.9 x 18.9 mm, 92 cc (4.16 x 2.16 x 0.74 in)",,Yes,,,Yes,,"Yes, with A-GPS; Ovi Maps",,,,"4 GB, 128 MB RAM, 256 MB ROM",,,,"SMS, MMS, Email",,Up to 15 h,,Nokia 6788,"Symbian 9.3, S60 rel. 3.2",,About 130 EUR,"5 MP, Carl Zeiss optics, autofocus, Dual-LED flash",,,,,,"Stereo FM radio, RDS","240 x 320 pixels, 4:3 ratio (~143 ppi density)",,0.54 W/kg (head)     ,Mini-SIM,,VGA videocall camera,,,Accelerometer,"2.8 inches, 24.3 cm2 (~41.9% screen-to-body ratio)",TD-SCDMA,Up to 200 h (2G) / Up to 210 h (3G),Discontinued,Up to 3 h 20 min (2G) / Up to 4 h 10 min (3G),GSM,"TFT, 16M colors",microUSB 2.0,480p@30fps,No,158 g (5.57 oz),
117,GSM 850 / 900 / 1800 / 1900 ,No,HSDPA 900 / 2100 ,,"Vibration; Downloadable polyphonic, MP3, WAV ringtones","2009, February. Released 2009, April",,"
Noise -86.9dB / Crosstalk -86dB",Removable Li-Ion 1100 mAh battery,,"2.0, A2DP",,HTML,HTML,,528 MHz ARM 11,,microSD (dedicated slot),Qualcomm MSM7200A,Black,107.9 x 53.1 x 13.7 mm (4.25 x 2.09 x 0.54 in),,Class 10,,Touch focus,Class 10,,"Yes, with A-GPS",,Adreno 130,,"288 MB RAM, 512 MB ROM",,,"
Voice 69dB / Noise 66dB / Ring 76dB

","SMS(threaded view), MMS, Email, Instant Messaging",,,,HTC Touch Diamond2,"Microsoft Windows Mobile 6.1 Professional, upgradeable to Windows Mobile 6.5",,About 150 EUR,"5 MP, autofocus",,,,,,"Stereo FM radio, RDS","480 x 800 pixels, 5:3 ratio (~292 ppi density)",0.78 W/kg (head)     1.46 W/kg (body)     ,,Mini-SIM,,VGA videocall camera,,,Accelerometer,"3.2 inches, 29.1 cm2 (~50.9% screen-to-body ratio)",HSPA 7.2/2 Mbps,Up to 500 h,Discontinued,Up to 5 h,GSM / HSPA,"TFT resistive touchscreen, 65K colors",miniUSB,480p@15fps,Wi-Fi 802.11 b/g,117.5 g (4.13 oz),
118,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 1700(AWS) / 1900 ,"LTE band 2(1900), 4(1700/2100), 7(2600)","Vibration; MP3, WAV ringtones","2016, July",,,Non-removable Li-Po 5000 mAh battery,,"4.0, A2DP",,HTML5,HTML5,,Octa-core 1.3 GHz Cortex-A53,,"microSD, up to 64 GB",Mediatek MT6753,"Gold, Silver",160.9 x 81.2 x 8.4 mm (6.33 x 3.20 x 0.33 in),,Yes,,"Geo-tagging, touch focus, face/smile detection, panorama, HDR",Yes,,"Yes, with A-GPS",,Mali-T720MP3,,"64 GB, 3 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,BLU Energy XL,Android 5.1 (Lollipop),,,"13 MP, f/2.2, phase detection autofocus, LED flash",,,,Corning Gorilla Glass 3,,FM radio,"1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,,Dual SIM,,5 MP,,,"Fingerprint (front-mounted), accelerometer, gyro, proximity","6.0 inches, 99.2 cm2 (~76.0% screen-to-body ratio)","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Up to 820 h (2G) / Up to 720 h (3G),"Available. Released 2016, July",Up to 72 h (2G) / Up to 48 h (3G),GSM / HSPA / LTE,"AMOLED capacitive touchscreen, 16M colors","2.0, Type-C 1.0 reversible connector",1080p@30fps,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot",208 g (7.34 oz),
119,GSM 900 / 1800 / 1900 ,No,HSDPA 2100 ,,"Vibration; Downloadable polyphonic, MP3 ringtones","2007, February",,,Removable Li-Ion 910 mAh battery,,"2.0, A2DP",,HTML(Opera 8.0),HTML(Opera 8.0),,,,microSD (dedicated slot),,"Dark Pearl Gray, Stone Gray","103 x 42.3 x 16.3 mm, 63 cc (4.06 x 1.67 x 0.64 in)",,Yes,,,Class 12,,No,,,,50 MB,,,,"SMS, EMS, MMS, Email",,,,Motorola KRZR K3,,,About 80 EUR,2 MP,,,,,,No,"240 x 320 pixels, 4:3 ratio (~200 ppi density)",0.17 W/kg (head)     0.34 W/kg (body)     ,0.45 W/kg (head)     ,Mini-SIM,,VGA videocall camera,,,,"2.0 inches, 31 x 41 mm, 12.4 cm2 (~28.4% screen-to-body ratio)",HSPA 3.6/0.384 Mbps,Up to 340 h,Discontinued,Up to 3 h,GSM / HSPA,"TFT, 256K colors",miniUSB,QCIF,No,110 g (3.88 oz),
120,GSM 850 / 900 / 1800 / 1900 ,No,,,"Vibration; Downloadable polyphonic, MP3 ringtones, composer","2003, Q3",,,Removable Li-Ion 700 mAh battery (BLS8470),,1.1,,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,No,,Silver,"89 x 49 x 24.8 mm, 86 cc (3.50 x 1.93 x 0.98 in)",,No,,,Class 10,,No,,,,5 MB,,,,"SMS, EMS, MMS, Email, Instant messaging",,,,Motorola V525,,,,VGA,,,,,,No,"176 x 220 pixels, 4 lines",,,Mini-SIM,,No,,,,,,Up to 160 h,Discontinued,Up to 5 h,GSM,"TFT, 65K colors",Proprietary,No,No,114 g (4.02 oz),
121,GSM 850 / 900 / 1800 / 1900 ,Yes,HSDPA 900 / 1700 / 2100 ,,"Vibration; MP3, WAV ringtones","2009, September. Released 2009, October",,,Removable Li-Ion 1420 mAh battery,,"2.1, A2DP",,HTML,HTML,,528 MHz ARM 11,,"microSD, up to 32 GB (dedicated slot), 2 GB included",Qualcomm MSM7201A,"Midnight Titanium, Winter White",114 x 58 x 15.6 mm (4.49 x 2.28 x 0.61 in),,Class 12,,Geo-tagging,Class 12,,"Yes, with A-GPS",,Adreno 130,,"1 GB, 256 MB RAM",,,,"SMS, MMS, Email",,,,Motorola DEXT MB220,Android 1.5 (Cupcake),,About 130 EUR,"5 MP, autofocus",,,,Corning Gorilla Glass,,No,"320 x 480 pixels, 3:2 ratio (~186 ppi density)",0.69 W/kg (head)     1.11 W/kg (body)     ,0.95 W/kg (head)     ,Mini-SIM,,No,,,"Accelerometer, proximity, compass","3.1 inches, 28.6 cm2 (~43.3% screen-to-body ratio)",HSPA 7.2/0.384 Mbps,Up to 320 h,Discontinued,Up to 6 h,GSM / HSPA,"TFT capacitive touchscreen, 256K colors (65K effective)",microUSB 2.0,320p@24fps,Wi-Fi 802.11 b/g,163 g (5.75 oz),
122,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 900 / 2100 ,"LTE band 3(1800), 5(850), 40(2300)","Vibration; MP3, WAV ringtones","2017, July",,,Non-removable Li-Ion 3050 mAh battery,,"4.0, A2DP",,HTML5,HTML5,,Quad-core 1.3 GHz Cortex-A53,,"microSD, up to 64 GB (dedicated slot)",Mediatek MT6737,"Black, Gold",144.2 x 70.8 x 8.5 mm (5.68 x 2.79 x 0.33 in),,Yes,,"Geo-tagging, touch focus, face detection, HDR",Yes,,"Yes, with A-GPS",,Mali-T720,,"16 GB, 3 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,Up to 22 h,,Micromax Canvas 2 Q4310,Android 7.0 (Nougat),,About 12000 INR,"13 MP, f/2.0, autofocus, LED flash",,,,Corning Gorilla Glass 5,,"FM radio, RDS, recording","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,,"Dual SIM (Micro-SIM, dual stand-by)",,"5 MP, f/2.0",,,"Fingerprint (front-mounted), accelerometer, proximity","5.0 inches, 68.9 cm2 (~67.5% screen-to-body ratio)","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",,"Available. Released 2017, July",Up to 11 h (3G),GSM / HSPA / LTE,"IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,1080p@28fps,"Wi-Fi 802.11 b/g/n, hotspot",160 g (5.64 oz),
123,GSM 900 / 1800 / 1900 ,No,,,"Vibration; Downloadable polyphonic, monophonic ringtones","2003, Q4",,,Removable Li-Ion 850 mAh battery (BL-5C),,1.1,,WAP 2.0/xHTML,WAP 2.0/xHTML,,104 MHz ARM 9,,"MMC, 32 MB included",,Light Gray,"109 x 58 x 24 mm, 113 cc (4.29 x 2.28 x 0.94 in)",,No,,,Class 6,,No,,,,6 MB,,,,"SMS, MMS, Email",,,,Nokia 6600,"Symbian 7.0s, Series 60 v2.0 UI",,,VGA,,,,,,No,176 x 208 pixels (~130 ppi density),0.61 W/kg (head)     0.44 W/kg (body)     ,0.44 W/kg (head)     ,Mini-SIM,,No,,,,"2.1 inches, 35 x 41 mm, 14.0 cm2 (~22.2% screen-to-body ratio)",,Up to 150 h - 240 h,Discontinued,Up to 2 h - 4 h,GSM,"TFT, 65k colors",,Yes,No,122 g (4.30 oz),
124,GSM 850 / 900 / 1800 / 1900 - SIM 1,No,,,Vibration; MP3 ringtones,"2009, November. Released 2009, December",,,Removable Li-Ion 1200 mAh battery,,"2.1, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,,,"microSD, up to 8 GB (dedicated slot)",,"Dark Brown, Elegant Pink",104 x 54.9 x 14.4 mm (4.09 x 2.16 x 0.57 in),,Class 10,,,Class 10,,No,,,,30 MB,,,,"SMS, MMS, Email, IM",,,,Samsung B5722,,,About 110 EUR,"3.15 MP, LED flash",,,,,,"Stereo FM radio, RDS, recording","240 x 320 pixels, 4:3 ratio (~143 ppi density)",0.77 W/kg (head)     0.43 W/kg (body)     ,0.69 W/kg (head)     ,Dual SIM (Mini-SIM),,No,,,,"2.8 inches, 24.3 cm2 (~42.5% screen-to-body ratio)",,Up to 400 h,Discontinued,Up to 4 h 30 min,GSM,"TFT capacitive touchscreen, 256K colors",2,320p@15fps,No,105 g (3.70 oz),
125,GSM 850 / 900 / 1800 / 1900 ,Yes,,,"Vibration, MP3 ringtones","2011, May. Released 2011, August",,,Removable Li-Ion 1000 mAh battery,,"2.1, A2DP, EDR",,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,"microSD, up to 16 GB (dedicated slot)",,Black,109.5 x 61.3 x 11.9 mm (4.31 x 2.41 x 0.47 in),,Class 10,,,Class 10,,No,,,,47 MB,,,,"SMS, MMS, Email, IM",,,,Samsung Ch@t 220,,,About 40 EUR,VGA,,,,,,"FM radio, recording",220 x 176 pixels (~128 ppi density),,0.55 W/kg (head)     ,Mini-SIM,,No,,,,"2.2 inches, 15.2 cm2 (~22.7% screen-to-body ratio)",,Up to 550 h,Discontinued,Up to 12 h,GSM,"TFT, 256K colors",microUSB 2.0,QCIF@15fps,No,92 g (3.25 oz),
126,GSM 900 / 1800 / 1900 ,No,,,"Vibration; Downloadable polyphonic, MP3, AAC ringtones","2006, June",,,Removable Li-Ion 750 mAh battery,,1.2,,WAP 2.0/xHTML,WAP 2.0/xHTML,,,,No,,"Champagne Gold, Metallic Blue, Cool Gray, Pink",88 x 45 x 19.9 mm (3.46 x 1.77 x 0.78 in),,No,,,Class 10,,No,,,,8 MB,,,,"SMS, EMS, MMS",,,,Samsung X500,,,,,,,,,,No,128 x 160 pixels (~114 ppi density),0.74 W/kg (head)     0.50 W/kg (body)     ,0.86 W/kg (head)     ,Mini-SIM,,,,,,"1.8 inches, 28 x 35 mm, 10.2 cm2 (~25.7% screen-to-body ratio)",,Up to 340 h,Discontinued,Up to 3 h 20 min,GSM,"TFT, 65K colors",1.1,,No,79 g (2.79 oz),
127,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,,,"Vibration, MP3 ringtones","2011, December. Released 2012, January",,"
Noise -89.1dB / Crosstalk -89.6dB",Removable Li-Ion 1020 mAh battery (BL-5C),,"2.1, A2DP, EDR",,"WAP 2.0/xHTML, HTML, Adobe Flash Lite","WAP 2.0/xHTML, HTML, Adobe Flash Lite",,,,"microSD, up to 32 GB (dedicated slot)",,"Bright Red, Dark Silver, Orange, Violet, Ocean Blue","113 x 50 x 15 mm, 125.5 cc (4.45 x 1.97 x 0.59 in)",,Class 12,,,Class 12,,No,,,,"10 MB, 64 MB ROM, 32 MB RAM",,,"
Voice 78dB / Noise 75dB / Ring 82dB

","SMS, MMS, Email, IM",,,,Nokia X2-02,,,About 60 EUR,2 MP,,,,,,"Stereo FM radio, RDS, recording; FM transmitter, built-in antenna","240 x 320 pixels, 4:3 ratio (~182 ppi density)",,0.91 W/kg (head)     ,Dual SIM (Mini-SIM),,No,,,,"2.2 inches, 15.0 cm2 (~26.5% screen-to-body ratio)",,Up to 443 h,Discontinued,Up to 9 h 50 min,GSM,TFT,microUSB 2.0,Yes,No,71 g (2.50 oz),
128,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,HSDPA 850 / 900 / 1900 / 2100 , LTE,"Vibration; MP3, WAV ringtones","2016, August. Released 2016, September",,"
Noise -92.8dB / Crosstalk -92.9dB",Non-removable Li-Ion 3500 mAh battery,"

Endurance rating 90h

","4.2, A2DP, EDR, LE",,HTML5,HTML5,Corning Gorilla Glass 5 back panel,Octa-core (4x2.3 GHz Mongoose & 4x1.6 GHz Cortex-A53),"
Photo / Video","microSD, up to 256 GB (uses SIM 2 slot) - dual SIM model only",Exynos 8890 Octa,"Blue Coral, Gold Platinum, Silver Titanium, Black Onyx",153.5 x 73.9 x 7.9 mm (6.04 x 2.91 x 0.31 in),"
Contrast ratio: Infinite (nominal),  4.247 (sunlight)",Yes,,"Geo-tagging, simultaneous 4K video and 9MP image recording, touch focus, face/smile detection, Auto HDR, panorama",Yes,,"Yes, with A-GPS, GLONASS, BDS, GALILEO",,Mali-T880 MP12,,"64 GB, 4 GB RAM",,,"
Voice 69dB / Noise 69dB / Ring 72dB

","SMS(threaded view), MMS, Email, Push Email, IM",Yes,,Yes,Samsung Galaxy Note7,Android 6.0.1 (Marshmallow),"
Basemark OS II 2.0: 2676 / Basemark X: 32648",About 850 EUR,"12 MP (f/1.7, 26mm, 1/2.5"", 1.4 Âµm, Dual Pixel PDAF), phase detection autofocus, OIS, LED flash, check quality",,,,Corning Gorilla Glass 5,,No,"1440 x 2560 pixels, 16:9 ratio (~518 ppi density)",,0.25 W/kg (head)     1.28 W/kg (body)     ,"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",,"5 MP (f/1.7, 22mm), dual video call, Auto HDR",,,"Iris scanner, fingerprint (front-mounted), accelerometer, gyro, proximity, compass, barometer, heart rate, SpO2","5.7 inches, 88.5 cm2 (~78.0% screen-to-body ratio)","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat9/Cat10 or LTE-A (3CA) Cat12 600/150 Mbps",,Discontinued,,GSM / HSPA / LTE,"Super AMOLED capacitive touchscreen, 16M colors","3.1, Type-C 1.0 reversible connector","2160p@30fps, 1080p@60fps, 720p@240fps, HDR, dual-video rec., check quality","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot",169 g (5.96 oz),
129,GSM 900 / 1800 / 1900 ,No,,,"Vibration; Downloadable monophonic ringtones, composer",2001,,,Removable Li-Ion 600 mAh battery,,No,,WAP,WAP,,,,No,,Silver,130 x 46 x 23 mm (5.12 x 1.81 x 0.91 in),,No,,,No,,No,,,,,,,,SMS,,,,Motorola Timeport 250,,,,,,,,,,No,"98 x 64 pixels, 5 lines, 3:2 ratio",,,Mini-SIM,,,,,,,,up to 110 h,Discontinued,up to 210 min,GSM,"Monochrome graphic, Optimax",,,No,97 g (3.42 oz),
130,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,Yes,HSDPA 850 / 1700(AWS) / 1900 / 2100 ,"LTE band 2(1900), 3(1800), 4(1700/2100), 7(2600), 12(700), 17(700), 28(700)","Vibration; MP3, WAV ringtones","2015, October",,,Non-removable Li-Ion 3700 mAh battery,,"4.0, A2DP",,HTML5,HTML5,,Quad-core 1.2 GHz Cortex-A53,,"microSD, up to 64 GB",Qualcomm MSM8916 Snapdragon 410,"Grey, White, Gold, Blue",190 x 99.8 x 8.5 mm (7.48 x 3.93 x 0.33 in),,Yes,,Yes,Yes,,"Yes, with A-GPS",,Adreno 306,,"16 GB, 1 GB RAM",,,,"SMS(threaded view), MMS, Email, Push Email, IM",Yes,,,BLU Studio 7.0 LTE,Android 5.1 (Lollipop),,,"8 MP, autofocus, LED flash",,,,,,FM radio,"720 x 1280 pixels, 16:9 ratio (~210 ppi density)",,,Dual SIM,,2 MP,,,"Accelerometer, proximity, compass","7.0 inches, 135.1 cm2 (~71.2% screen-to-body ratio)","HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Up to 200 h,"Available. Released 2015, October",Up to 12 h,GSM / HSPA / LTE,"IPS LCD capacitive touchscreen, 16M colors",microUSB 2.0,1080p@30fps,"Wi-Fi 802.11 b/g/n, hotspot",266 g (9.38 oz),
131,GSM 900 / 1800 ,No,,,"Vibration; Downloadable polyphonic, MP3, WAV ringtones","2009, February. Released 2009",,,Removable Li-Ion battery,,"2.1, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,,,"microSD, up to 8 GB (dedicated slot)",,Silver,109 x 46 x 10.9 mm (4.29 x 1.81 x 0.43 in),,Class 6,,,Class 10,,No,,,,20 MB,,,,"SMS, MMS",,,,Samsung S3110,,,About 70 EUR,1.3 MP,,,,,,FM radio,176 x 220 pixels (~141 ppi density),,0.42 W/kg (head)     ,Mini-SIM,,No,,,,"2.0 inches, 12.6 cm2 (~25.1% screen-to-body ratio)",,Up to 220 h,Discontinued,Up to 3 h 20 min,GSM,"TFT, 256K colors",microUSB 2.0,Yes,No,77 g (2.72 oz),
132,GSM 850 / 900 / 1800 / 1900 ,Yes,,,"Vibration; Downloadable polyphonic, MP3 ringtones","2008, June. Released 2008, September",,,Removable Li-Ion 950 mAh battery (BX50),,"2.0, A2DP",,"WAP 2.0/xHTML, HTML","WAP 2.0/xHTML, HTML",,Freescale 500 MHz,,"microSD, up to 4 GB (dedicated slot)",,Grey,118 x 50.5 x 12-16 mm,,Class 12,,,Class 12,,No,,,,350 MB,,,,"SMS, MMS, Email, Instant Messaging",,,,Motorola ZN5,Linux / Java-based MOTOMAGX,,About 100 EUR,"5 MP, autofocus, xenon flash",,,,,,FM radio,"240 x 320 pixels, 4:3 ratio (~167 ppi density)",1.59 W/kg (head)     0.79 W/kg (body)     ,0.86 W/kg (head)     ,Mini-SIM,,No,,,,"2.4 inches, 17.8 cm2 (~29.9% screen-to-body ratio)",,Up to 580 h,Discontinued,Up to 9 h 30 min,GSM,"TFT, 256K colors",2,@15fps,Wi-Fi 802.11 b/g/i,114 g (4.02 oz),
